"week_date","week_number","month_number","calendar_year","region","platform","segment","age_band","demographic","customer_type","transactions","sales","avg_transaction"
"2020-07-13",29,7,2020,"SOUTH AMERICA","Retail","unknown","unknown","unknown","Existing",154,5827,"37.00"
"2020-07-13",29,7,2020,"USA","Shopify","C2","Middle Aged","Couples","Existing",1353,255907,"189.00"
"2020-07-13",29,7,2020,"CANADA","Shopify","F1","Young Adults","Families","New",60,8846,"147.00"
"2020-07-13",29,7,2020,"EUROPE","Shopify","F3","Retires","Families","Existing",121,27834,"230.00"
"2020-07-13",29,7,2020,"CANADA","Retail","F2","Middle Aged","Families","Existing",60570,3419492,"56.00"
"2020-07-13",29,7,2020,"EUROPE","Shopify","F1","Young Adults","Families","New",6,888,"148.00"
"2020-07-13",29,7,2020,"OCEANIA","Shopify","C4","Retires","Couples","New",88,13327,"151.00"
"2020-07-13",29,7,2020,"CANADA","Shopify","F2","Middle Aged","Families","Existing",1385,265155,"191.00"
"2020-07-13",29,7,2020,"EUROPE","Shopify","F3","Retires","Families","New",2,411,"205.00"
"2020-07-13",29,7,2020,"CANADA","Shopify","C4","Retires","Couples","New",18,2891,"160.00"
"2020-07-13",29,7,2020,"USA","Retail","C2","Middle Aged","Couples","Existing",44366,2220667,"50.00"
"2020-07-13",29,7,2020,"SOUTH AMERICA","Retail","C2","Middle Aged","Couples","Existing",999,38172,"38.00"
"2020-07-13",29,7,2020,"OCEANIA","Shopify","F2","Middle Aged","Families","New",359,60346,"168.00"
"2020-07-13",29,7,2020,"OCEANIA","Shopify","F3","Retires","Families","New",170,29702,"174.00"
"2020-07-13",29,7,2020,"SOUTH AMERICA","Shopify","C2","Middle Aged","Couples","Existing",139,25941,"186.00"
"2020-07-13",29,7,2020,"SOUTH AMERICA","Retail","F3","Retires","Families","New",273,9451,"34.00"
"2020-07-13",29,7,2020,"EUROPE","Shopify","F2","Middle Aged","Families","New",12,4967,"413.00"
"2020-07-13",29,7,2020,"SOUTH AMERICA","Retail","C4","Retires","Couples","New",218,8528,"39.00"
"2020-07-13",29,7,2020,"OCEANIA","Retail","C2","Middle Aged","Couples","New",105907,2793023,"26.00"
"2020-07-13",29,7,2020,"USA","Retail","F1","Young Adults","Families","New",10859,415888,"38.00"
"2020-07-13",29,7,2020,"SOUTH AMERICA","Shopify","unknown","unknown","unknown","New",32,5405,"168.00"
"2020-07-13",29,7,2020,"EUROPE","Retail","F3","Retires","Families","New",1797,72072,"40.00"
"2020-07-13",29,7,2020,"ASIA","Shopify","F1","Young Adults","Families","Existing",2050,355457,"173.00"
"2020-07-13",29,7,2020,"ASIA","Shopify","F3","Retires","Families","Existing",1842,363221,"197.00"
"2020-07-13",29,7,2020,"OCEANIA","Shopify","F1","Young Adults","Families","New",239,36995,"154.00"
"2020-07-13",29,7,2020,"AFRICA","Shopify","unknown","unknown","unknown","Existing",301,55928,"185.00"
"2020-07-13",29,7,2020,"SOUTH AMERICA","Shopify","C2","Middle Aged","Couples","New",39,7204,"184.00"
"2020-07-13",29,7,2020,"EUROPE","Retail","unknown","unknown","unknown","Guest",102553,3613209,"35.00"
"2020-07-13",29,7,2020,"CANADA","Shopify","F3","Retires","Families","New",32,4452,"139.00"
"2020-07-13",29,7,2020,"OCEANIA","Retail","F3","Retires","Families","Existing",544718,29869624,"54.00"
"2020-07-13",29,7,2020,"EUROPE","Shopify","C1","Young Adults","Couples","Existing",104,24277,"233.00"
"2020-07-13",29,7,2020,"AFRICA","Shopify","C4","Retires","Couples","New",47,7162,"152.00"
"2020-07-13",29,7,2020,"AFRICA","Retail","F2","Middle Aged","Families","New",61945,2164852,"34.00"
"2020-07-13",29,7,2020,"USA","Shopify","C4","Retires","Couples","New",22,3383,"153.00"
"2020-07-13",29,7,2020,"AFRICA","Retail","C3","Retires","Couples","New",108345,3764621,"34.00"
"2020-07-13",29,7,2020,"AFRICA","Shopify","C2","Middle Aged","Couples","Existing",2483,466244,"187.00"
"2020-07-13",29,7,2020,"OCEANIA","Retail","F2","Middle Aged","Families","New",83671,2813286,"33.00"
"2020-07-13",29,7,2020,"AFRICA","Retail","C3","Retires","Couples","Existing",293075,14887954,"50.00"
"2020-07-13",29,7,2020,"USA","Shopify","unknown","unknown","unknown","New",156,27048,"173.00"
"2020-07-13",29,7,2020,"AFRICA","Shopify","C3","Retires","Couples","Existing",2651,533372,"201.00"
"2020-07-13",29,7,2020,"AFRICA","Retail","F1","Young Adults","Families","Existing",100580,5319015,"52.00"
"2020-07-13",29,7,2020,"USA","Shopify","F2","Middle Aged","Families","New",120,18908,"157.00"
"2020-07-13",29,7,2020,"USA","Retail","unknown","unknown","unknown","New",20108,854972,"42.00"
"2020-07-13",29,7,2020,"ASIA","Shopify","unknown","unknown","unknown","New",301,41515,"137.00"
"2020-07-13",29,7,2020,"EUROPE","Shopify","F1","Young Adults","Families","Existing",123,26915,"218.00"
"2020-07-13",29,7,2020,"USA","Shopify","C1","Young Adults","Couples","Existing",751,127595,"169.00"
"2020-07-13",29,7,2020,"OCEANIA","Shopify","C2","Middle Aged","Couples","Existing",4343,838771,"193.00"
"2020-07-13",29,7,2020,"USA","Shopify","F1","Young Adults","Families","Existing",1324,246000,"185.00"
"2020-07-13",29,7,2020,"EUROPE","Retail","unknown","unknown","unknown","Existing",2563,122860,"47.00"
"2020-07-13",29,7,2020,"USA","Retail","unknown","unknown","unknown","Guest",525638,16383497,"31.00"
"2020-07-13",29,7,2020,"EUROPE","Retail","C3","Retires","Couples","New",4362,191574,"43.00"
"2020-07-13",29,7,2020,"EUROPE","Shopify","C3","Retires","Couples","Existing",170,54946,"323.00"
"2020-07-13",29,7,2020,"ASIA","Shopify","unknown","unknown","unknown","Guest",5590,987561,"176.00"
"2020-07-13",29,7,2020,"ASIA","Shopify","F2","Middle Aged","Families","Existing",2917,548742,"188.00"
"2020-07-13",29,7,2020,"AFRICA","Retail","C2","Middle Aged","Couples","Existing",115234,4912598,"42.00"
"2020-07-13",29,7,2020,"ASIA","Retail","F1","Young Adults","Families","New",28054,865051,"30.00"
"2020-07-13",29,7,2020,"CANADA","Retail","C1","Young Adults","Couples","New",29073,747675,"25.00"
"2020-07-13",29,7,2020,"SOUTH AMERICA","Retail","F2","Middle Aged","Families","Existing",1266,59774,"47.00"
"2020-07-13",29,7,2020,"USA","Retail","C4","Retires","Couples","New",17696,620006,"35.00"
"2020-07-13",29,7,2020,"CANADA","Retail","F3","Retires","Families","Existing",93456,5316146,"56.00"
"2020-07-13",29,7,2020,"ASIA","Retail","C4","Retires","Couples","New",48202,1342915,"27.00"
"2020-07-13",29,7,2020,"USA","Retail","F2","Middle Aged","Families","New",26626,970777,"36.00"
"2020-07-13",29,7,2020,"ASIA","Retail","unknown","unknown","unknown","Guest",1881379,47998436,"25.00"
"2020-07-13",29,7,2020,"AFRICA","Retail","F1","Young Adults","Families","New",21614,754615,"34.00"
"2020-07-13",29,7,2020,"EUROPE","Shopify","unknown","unknown","unknown","Guest",325,71708,"220.00"
"2020-07-13",29,7,2020,"CANADA","Shopify","C1","Young Adults","Couples","New",90,11607,"128.00"
"2020-07-13",29,7,2020,"OCEANIA","Shopify","C3","Retires","Couples","Existing",4494,911580,"202.00"
"2020-07-13",29,7,2020,"EUROPE","Retail","C4","Retires","Couples","Existing",5891,316385,"53.00"
"2020-07-13",29,7,2020,"SOUTH AMERICA","Retail","C3","Retires","Couples","Existing",1388,70101,"50.00"
"2020-07-13",29,7,2020,"AFRICA","Shopify","F1","Young Adults","Families","New",143,22973,"160.00"
"2020-07-13",29,7,2020,"ASIA","Retail","F1","Young Adults","Families","Existing",95750,4559524,"47.00"
"2020-07-13",29,7,2020,"OCEANIA","Retail","C3","Retires","Couples","Existing",344300,16584641,"48.00"
"2020-07-13",29,7,2020,"SOUTH AMERICA","Shopify","C1","Young Adults","Couples","Existing",66,12871,"195.00"
"2020-07-13",29,7,2020,"OCEANIA","Retail","F3","Retires","Families","New",100302,3314632,"33.00"
"2020-07-13",29,7,2020,"OCEANIA","Retail","unknown","unknown","unknown","Existing",35564,1487649,"41.00"
"2020-07-13",29,7,2020,"CANADA","Retail","F1","Young Adults","Families","Existing",24290,1307322,"53.00"
"2020-07-13",29,7,2020,"SOUTH AMERICA","Retail","unknown","unknown","unknown","New",1063,39761,"37.00"
"2020-07-06",28,7,2020,"USA","Shopify","C3","Retires","Couples","Existing",1326,275749,"207.00"
"2020-07-06",28,7,2020,"AFRICA","Retail","C1","Young Adults","Couples","Existing",188285,7059529,"37.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Shopify","F1","Young Adults","Families","Existing",55,12375,"225.00"
"2020-07-06",28,7,2020,"ASIA","Shopify","C2","Middle Aged","Couples","Existing",2015,359403,"178.00"
"2020-07-06",28,7,2020,"ASIA","Retail","unknown","unknown","unknown","Guest",1902289,48780231,"25.00"
"2020-07-06",28,7,2020,"OCEANIA","Retail","C4","Retires","Couples","Existing",155875,7647467,"49.00"
"2020-07-06",28,7,2020,"CANADA","Retail","C3","Retires","Couples","New",27495,969187,"35.00"
"2020-07-06",28,7,2020,"EUROPE","Shopify","C4","Retires","Couples","Existing",21,6400,"304.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Shopify","F3","Retires","Families","Existing",26,4994,"192.00"
"2020-07-06",28,7,2020,"OCEANIA","Shopify","unknown","unknown","unknown","Guest",8865,1582259,"178.00"
"2020-07-06",28,7,2020,"USA","Retail","unknown","unknown","unknown","Existing",13120,668776,"50.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Retail","unknown","unknown","unknown","Existing",241,8083,"33.00"
"2020-07-06",28,7,2020,"CANADA","Retail","F1","Young Adults","Families","New",6531,244785,"37.00"
"2020-07-06",28,7,2020,"USA","Retail","F3","Retires","Families","New",26655,1018034,"38.00"
"2020-07-06",28,7,2020,"OCEANIA","Shopify","unknown","unknown","unknown","Existing",472,88857,"188.00"
"2020-07-06",28,7,2020,"OCEANIA","Retail","F3","Retires","Families","New",100445,3282052,"32.00"
"2020-07-06",28,7,2020,"EUROPE","Shopify","F3","Retires","Families","New",2,255,"127.00"
"2020-07-06",28,7,2020,"EUROPE","Retail","C2","Middle Aged","Couples","New",2914,110244,"37.00"
"2020-07-06",28,7,2020,"AFRICA","Shopify","unknown","unknown","unknown","Guest",5043,887999,"176.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Retail","C2","Middle Aged","Couples","Existing",1042,42032,"40.00"
"2020-07-06",28,7,2020,"EUROPE","Shopify","unknown","unknown","unknown","New",9,3455,"383.00"
"2020-07-06",28,7,2020,"CANADA","Retail","unknown","unknown","unknown","Guest",390104,11138070,"28.00"
"2020-07-06",28,7,2020,"OCEANIA","Shopify","C2","Middle Aged","Couples","Existing",3808,721874,"189.00"
"2020-07-06",28,7,2020,"USA","Shopify","F1","Young Adults","Families","Existing",1372,256827,"187.00"
"2020-07-06",28,7,2020,"EUROPE","Retail","C1","Young Adults","Couples","Existing",15185,682100,"44.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Retail","C3","Retires","Couples","New",954,37050,"38.00"
"2020-07-06",28,7,2020,"AFRICA","Shopify","unknown","unknown","unknown","Existing",286,55662,"194.00"
"2020-07-06",28,7,2020,"AFRICA","Retail","C4","Retires","Couples","Existing",122690,6214520,"50.00"
"2020-07-06",28,7,2020,"CANADA","Shopify","C3","Retires","Couples","Existing",739,136436,"184.00"
"2020-07-06",28,7,2020,"CANADA","Shopify","F1","Young Adults","Families","Existing",699,115555,"165.00"
"2020-07-06",28,7,2020,"ASIA","Retail","F3","Retires","Families","Existing",402843,20474557,"50.00"
"2020-07-06",28,7,2020,"OCEANIA","Retail","F1","Young Adults","Families","New",38347,1241439,"32.00"
"2020-07-06",28,7,2020,"OCEANIA","Retail","unknown","unknown","unknown","New",75471,2622537,"34.00"
"2020-07-06",28,7,2020,"ASIA","Shopify","F3","Retires","Families","Existing",1643,325193,"197.00"
"2020-07-06",28,7,2020,"OCEANIA","Shopify","F1","Young Adults","Families","New",234,36344,"155.00"
"2020-07-06",28,7,2020,"OCEANIA","Shopify","C3","Retires","Couples","New",394,61436,"155.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Shopify","F2","Middle Aged","Families","New",2,609,"304.00"
"2020-07-06",28,7,2020,"OCEANIA","Retail","C1","Young Adults","Couples","Existing",254217,9068336,"35.00"
"2020-07-06",28,7,2020,"EUROPE","Shopify","C1","Young Adults","Couples","Existing",100,23347,"233.00"
"2020-07-06",28,7,2020,"USA","Retail","C3","Retires","Couples","New",45285,1710069,"37.00"
"2020-07-06",28,7,2020,"EUROPE","Retail","F2","Middle Aged","Families","Existing",14377,906114,"63.00"
"2020-07-06",28,7,2020,"EUROPE","Shopify","C4","Retires","Couples","New",2,182,"91.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Shopify","F2","Middle Aged","Families","Existing",36,6882,"191.00"
"2020-07-06",28,7,2020,"CANADA","Shopify","C1","Young Adults","Couples","New",77,9201,"119.00"
"2020-07-06",28,7,2020,"OCEANIA","Retail","C2","Middle Aged","Couples","New",105544,2781013,"26.00"
"2020-07-06",28,7,2020,"OCEANIA","Retail","unknown","unknown","unknown","Existing",43104,1797035,"41.00"
"2020-07-06",28,7,2020,"AFRICA","Retail","C1","Young Adults","Couples","New",95363,2380924,"24.00"
"2020-07-06",28,7,2020,"CANADA","Retail","F2","Middle Aged","Families","New",16854,622949,"36.00"
"2020-07-06",28,7,2020,"AFRICA","Retail","F1","Young Adults","Families","New",22384,803916,"35.00"
"2020-07-06",28,7,2020,"USA","Retail","C3","Retires","Couples","Existing",107017,6004542,"56.00"
"2020-07-06",28,7,2020,"EUROPE","Retail","C4","Retires","Couples","Existing",5736,311406,"54.00"
"2020-07-06",28,7,2020,"USA","Shopify","C3","Retires","Couples","New",153,25697,"167.00"
"2020-07-06",28,7,2020,"AFRICA","Shopify","F3","Retires","Families","Existing",2090,439785,"210.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Retail","F3","Retires","Families","Existing",1424,69555,"48.00"
"2020-07-06",28,7,2020,"USA","Shopify","C2","Middle Aged","Couples","Existing",1332,258887,"194.00"
"2020-07-06",28,7,2020,"USA","Retail","C2","Middle Aged","Couples","Existing",44601,2195016,"49.00"
"2020-07-06",28,7,2020,"AFRICA","Retail","unknown","unknown","unknown","Existing",34365,1555479,"45.00"
"2020-07-06",28,7,2020,"USA","Retail","unknown","unknown","unknown","New",21634,924200,"42.00"
"2020-07-06",28,7,2020,"USA","Shopify","F1","Young Adults","Families","New",108,15166,"140.00"
"2020-07-06",28,7,2020,"ASIA","Retail","C3","Retires","Couples","New",115402,3429645,"29.00"
"2020-07-06",28,7,2020,"CANADA","Shopify","unknown","unknown","unknown","Guest",1439,238360,"165.00"
"2020-07-06",28,7,2020,"OCEANIA","Retail","unknown","unknown","unknown","Guest",2399708,63378896,"26.00"
"2020-07-06",28,7,2020,"ASIA","Retail","F1","Young Adults","Families","New",29087,918354,"31.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Shopify","unknown","unknown","unknown","Guest",1710,331218,"193.00"
"2020-07-06",28,7,2020,"ASIA","Shopify","C3","Retires","Couples","New",242,37637,"155.00"
"2020-07-06",28,7,2020,"OCEANIA","Retail","F2","Middle Aged","Families","New",82681,2740820,"33.00"
"2020-07-06",28,7,2020,"USA","Retail","F1","Young Adults","Families","New",11223,426852,"38.00"
"2020-07-06",28,7,2020,"EUROPE","Shopify","C2","Middle Aged","Couples","New",12,2169,"180.00"
"2020-07-06",28,7,2020,"AFRICA","Retail","C2","Middle Aged","Couples","New",57277,1761918,"30.00"
"2020-07-06",28,7,2020,"ASIA","Retail","F3","Retires","Families","New",81692,2554247,"31.00"
"2020-07-06",28,7,2020,"USA","Shopify","F3","Retires","Families","Existing",892,183866,"206.00"
"2020-07-06",28,7,2020,"AFRICA","Retail","C3","Retires","Couples","New",108717,3797159,"34.00"
"2020-07-06",28,7,2020,"AFRICA","Shopify","F3","Retires","Families","New",85,13212,"155.00"
"2020-07-06",28,7,2020,"ASIA","Retail","C4","Retires","Couples","Existing",112789,4963653,"44.00"
"2020-07-06",28,7,2020,"AFRICA","Shopify","F1","Young Adults","Families","Existing",2474,451177,"182.00"
"2020-07-06",28,7,2020,"EUROPE","Retail","unknown","unknown","unknown","Guest",103378,3709096,"35.00"
"2020-07-06",28,7,2020,"ASIA","Shopify","unknown","unknown","unknown","New",269,40809,"151.00"
"2020-07-06",28,7,2020,"EUROPE","Shopify","F1","Young Adults","Families","Existing",124,27063,"218.00"
"2020-07-06",28,7,2020,"USA","Retail","unknown","unknown","unknown","Guest",539669,17021169,"31.00"
"2020-07-06",28,7,2020,"EUROPE","Retail","unknown","unknown","unknown","Existing",3013,146709,"48.00"
"2020-07-06",28,7,2020,"CANADA","Retail","F3","Retires","Families","Existing",92060,5192225,"56.00"
"2020-07-06",28,7,2020,"EUROPE","Retail","C1","Young Adults","Couples","New",4674,142232,"30.00"
"2020-07-06",28,7,2020,"EUROPE","Retail","unknown","unknown","unknown","New",3230,145983,"45.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Retail","unknown","unknown","unknown","New",1292,46303,"35.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Shopify","F1","Young Adults","Families","New",11,1745,"158.00"
"2020-07-06",28,7,2020,"ASIA","Shopify","C4","Retires","Couples","New",33,4586,"138.00"
"2020-07-06",28,7,2020,"EUROPE","Retail","F1","Young Adults","Families","New",952,40385,"42.00"
"2020-07-06",28,7,2020,"ASIA","Retail","C2","Middle Aged","Couples","Existing",131835,5019969,"38.00"
"2020-07-06",28,7,2020,"EUROPE","Shopify","C3","Retires","Couples","New",8,1596,"199.00"
"2020-07-06",28,7,2020,"ASIA","Shopify","C1","Young Adults","Couples","New",211,24942,"118.00"
"2020-07-06",28,7,2020,"OCEANIA","Retail","C3","Retires","Couples","Existing",342945,16524293,"48.00"
"2020-07-06",28,7,2020,"EUROPE","Shopify","C3","Retires","Couples","Existing",160,53961,"337.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Retail","C1","Young Adults","Couples","Existing",3243,91728,"28.00"
"2020-07-06",28,7,2020,"OCEANIA","Shopify","C1","Young Adults","Couples","Existing",2333,406081,"174.00"
"2020-07-06",28,7,2020,"AFRICA","Retail","F2","Middle Aged","Families","New",63799,2344198,"36.00"
"2020-07-06",28,7,2020,"OCEANIA","Shopify","C3","Retires","Couples","Existing",3895,796093,"204.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Retail","C2","Middle Aged","Couples","New",927,27950,"30.00"
"2020-07-06",28,7,2020,"OCEANIA","Shopify","F2","Middle Aged","Families","Existing",5368,1086528,"202.00"
"2020-07-06",28,7,2020,"OCEANIA","Shopify","C2","Middle Aged","Couples","New",589,86961,"147.00"
"2020-07-06",28,7,2020,"CANADA","Shopify","C4","Retires","Couples","Existing",94,19118,"203.00"
"2020-07-06",28,7,2020,"AFRICA","Shopify","C1","Young Adults","Couples","Existing",1458,239295,"164.00"
"2020-07-06",28,7,2020,"ASIA","Retail","unknown","unknown","unknown","New",61858,2088873,"33.00"
"2020-07-06",28,7,2020,"EUROPE","Retail","F1","Young Adults","Families","Existing",7074,423729,"59.00"
"2020-07-06",28,7,2020,"USA","Retail","F2","Middle Aged","Families","Existing",97641,5923390,"60.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Retail","F2","Middle Aged","Families","Existing",1247,60073,"48.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Shopify","C4","Retires","Couples","New",3,678,"226.00"
"2020-07-06",28,7,2020,"ASIA","Retail","F2","Middle Aged","Families","New",66633,2146830,"32.00"
"2020-07-06",28,7,2020,"ASIA","Shopify","unknown","unknown","unknown","Guest",4968,849767,"171.00"
"2020-07-06",28,7,2020,"USA","Shopify","F2","Middle Aged","Families","Existing",1878,380313,"202.00"
"2020-07-06",28,7,2020,"AFRICA","Shopify","F1","Young Adults","Families","New",137,21729,"158.00"
"2020-07-06",28,7,2020,"ASIA","Shopify","C3","Retires","Couples","Existing",1821,355406,"195.00"
"2020-07-06",28,7,2020,"OCEANIA","Retail","F2","Middle Aged","Families","Existing",330470,17291374,"52.00"
"2020-07-06",28,7,2020,"CANADA","Retail","C1","Young Adults","Couples","Existing",55712,2315581,"41.00"
"2020-07-06",28,7,2020,"ASIA","Shopify","F1","Young Adults","Families","Existing",1874,330882,"176.00"
"2020-07-06",28,7,2020,"CANADA","Shopify","C2","Middle Aged","Couples","Existing",629,112146,"178.00"
"2020-07-06",28,7,2020,"AFRICA","Shopify","F2","Middle Aged","Families","Existing",4275,851198,"199.00"
"2020-07-06",28,7,2020,"CANADA","Retail","F2","Middle Aged","Families","Existing",59064,3276611,"55.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Shopify","C3","Retires","Couples","Existing",75,15592,"207.00"
"2020-07-06",28,7,2020,"AFRICA","Shopify","C4","Retires","Couples","New",51,7561,"148.00"
"2020-07-06",28,7,2020,"USA","Retail","F3","Retires","Families","Existing",144909,8883923,"61.00"
"2020-07-06",28,7,2020,"OCEANIA","Shopify","F1","Young Adults","Families","Existing",3804,716548,"188.00"
"2020-07-06",28,7,2020,"OCEANIA","Retail","F3","Retires","Families","Existing",536745,29108793,"54.00"
"2020-07-06",28,7,2020,"CANADA","Shopify","F2","Middle Aged","Families","Existing",1148,217025,"189.00"
"2020-07-06",28,7,2020,"AFRICA","Retail","unknown","unknown","unknown","Guest",1582169,46232992,"29.00"
"2020-07-06",28,7,2020,"CANADA","Retail","F3","Retires","Families","New",17930,635946,"35.00"
"2020-07-06",28,7,2020,"AFRICA","Retail","F2","Middle Aged","Families","Existing",285863,16310453,"57.00"
"2020-07-06",28,7,2020,"USA","Retail","C4","Retires","Couples","Existing",42071,2271038,"53.00"
"2020-07-06",28,7,2020,"AFRICA","Shopify","C2","Middle Aged","Couples","Existing",2226,435672,"195.00"
"2020-07-06",28,7,2020,"OCEANIA","Retail","C3","Retires","Couples","New",144017,4559185,"31.00"
"2020-07-06",28,7,2020,"ASIA","Retail","unknown","unknown","unknown","Existing",33162,1347139,"40.00"
"2020-07-06",28,7,2020,"AFRICA","Shopify","F2","Middle Aged","Families","New",231,38732,"167.00"
"2020-07-06",28,7,2020,"CANADA","Shopify","F2","Middle Aged","Families","New",73,11040,"151.00"
"2020-07-06",28,7,2020,"USA","Shopify","F2","Middle Aged","Families","New",140,22390,"159.00"
"2020-07-06",28,7,2020,"AFRICA","Shopify","C3","Retires","Couples","Existing",2391,483735,"202.00"
"2020-07-06",28,7,2020,"CANADA","Shopify","C4","Retires","Couples","New",13,1477,"113.00"
"2020-07-06",28,7,2020,"EUROPE","Shopify","F2","Middle Aged","Families","New",6,3291,"548.00"
"2020-07-06",28,7,2020,"ASIA","Shopify","F2","Middle Aged","Families","Existing",2575,490012,"190.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Shopify","unknown","unknown","unknown","New",31,5111,"164.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Retail","F2","Middle Aged","Families","New",406,14585,"35.00"
"2020-07-06",28,7,2020,"EUROPE","Shopify","F2","Middle Aged","Families","Existing",194,41662,"214.00"
"2020-07-06",28,7,2020,"USA","Shopify","C4","Retires","Couples","Existing",169,31099,"184.00"
"2020-07-06",28,7,2020,"EUROPE","Retail","C4","Retires","Couples","New",1778,76614,"43.00"
"2020-07-06",28,7,2020,"CANADA","Retail","unknown","unknown","unknown","New",13300,535423,"40.00"
"2020-07-06",28,7,2020,"AFRICA","Shopify","C1","Young Adults","Couples","New",236,32526,"137.00"
"2020-07-06",28,7,2020,"EUROPE","Retail","F3","Retires","Families","Existing",18947,1154719,"60.00"
"2020-07-06",28,7,2020,"CANADA","Retail","F1","Young Adults","Families","Existing",24587,1323741,"53.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Retail","C3","Retires","Couples","Existing",1450,66956,"46.00"
"2020-07-06",28,7,2020,"OCEANIA","Retail","C1","Young Adults","Couples","New",160783,3643428,"22.00"
"2020-07-06",28,7,2020,"EUROPE","Shopify","C1","Young Adults","Couples","New",6,1167,"194.00"
"2020-07-06",28,7,2020,"ASIA","Retail","C3","Retires","Couples","Existing",248855,11188175,"44.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Retail","unknown","unknown","unknown","Guest",396358,16364768,"41.00"
"2020-07-06",28,7,2020,"OCEANIA","Shopify","C4","Retires","Couples","New",76,9796,"128.00"
"2020-07-06",28,7,2020,"ASIA","Shopify","F2","Middle Aged","Families","New",195,26990,"138.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Shopify","unknown","unknown","unknown","Existing",4,901,"225.00"
"2020-07-06",28,7,2020,"USA","Retail","C1","Young Adults","Couples","Existing",58791,2469632,"42.00"
"2020-07-06",28,7,2020,"USA","Shopify","unknown","unknown","unknown","Guest",2402,435958,"181.00"
"2020-07-06",28,7,2020,"EUROPE","Shopify","unknown","unknown","unknown","Existing",26,8915,"342.00"
"2020-07-06",28,7,2020,"AFRICA","Shopify","unknown","unknown","unknown","New",293,55226,"188.00"
"2020-07-06",28,7,2020,"OCEANIA","Shopify","C4","Retires","Couples","Existing",614,113658,"185.00"
"2020-07-06",28,7,2020,"CANADA","Shopify","C3","Retires","Couples","New",81,12924,"159.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Retail","C1","Young Adults","Couples","New",2489,52659,"21.00"
"2020-07-06",28,7,2020,"OCEANIA","Retail","C4","Retires","Couples","New",60698,1852468,"30.00"
"2020-07-06",28,7,2020,"EUROPE","Retail","C2","Middle Aged","Couples","Existing",10224,507582,"49.00"
"2020-07-06",28,7,2020,"EUROPE","Shopify","F1","Young Adults","Families","New",2,338,"169.00"
"2020-07-06",28,7,2020,"AFRICA","Retail","C2","Middle Aged","Couples","Existing",115838,4986083,"43.00"
"2020-07-06",28,7,2020,"AFRICA","Retail","C3","Retires","Couples","Existing",294716,14964981,"50.00"
"2020-07-06",28,7,2020,"CANADA","Retail","C4","Retires","Couples","New",12397,403284,"32.00"
"2020-07-06",28,7,2020,"CANADA","Retail","C1","Young Adults","Couples","New",28872,752634,"26.00"
"2020-07-06",28,7,2020,"CANADA","Shopify","C1","Young Adults","Couples","Existing",491,80992,"164.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Retail","F1","Young Adults","Families","Existing",833,35417,"42.00"
"2020-07-06",28,7,2020,"EUROPE","Shopify","C2","Middle Aged","Couples","Existing",159,47716,"300.00"
"2020-07-06",28,7,2020,"AFRICA","Retail","F1","Young Adults","Families","Existing",103142,5542204,"53.00"
"2020-07-06",28,7,2020,"USA","Retail","C4","Retires","Couples","New",18089,637462,"35.00"
"2020-07-06",28,7,2020,"EUROPE","Retail","F3","Retires","Families","New",1890,82262,"43.00"
"2020-07-06",28,7,2020,"USA","Shopify","unknown","unknown","unknown","New",142,26208,"184.00"
"2020-07-06",28,7,2020,"CANADA","Shopify","C2","Middle Aged","Couples","New",85,11303,"132.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Shopify","C1","Young Adults","Couples","Existing",55,9889,"179.00"
"2020-07-06",28,7,2020,"CANADA","Retail","C3","Retires","Couples","Existing",62908,3254599,"51.00"
"2020-07-06",28,7,2020,"OCEANIA","Shopify","F2","Middle Aged","Families","New",277,45209,"163.00"
"2020-07-06",28,7,2020,"AFRICA","Retail","F3","Retires","Families","Existing",412968,23549192,"57.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Shopify","F3","Retires","Families","New",3,520,"173.00"
"2020-07-06",28,7,2020,"SOUTH AMERICA","Shopify","C3","Retires","Couples","New",21,2996,"142.00"
